fqdn,label,port,protocol,source,uri,url
 ,benign, , ,stratosphere, ,http://www.skype.com/go/getskype-lightmsi?version=7.7.0.102
 ,benign, , ,stratosphere, ,http://bandbfit.com/favicon.ico
 ,benign, , ,stratosphere, ,http://www.tend.si/fileadmin/template/libs/cc/cc.css
 ,benign, , ,stratosphere, ,http://www.investslovenia.org/fileadmin/dokumenti/is/News___Media/e-Newsletter/TOP_300_2012.pdf
 ,benign, , ,stratosphere, ,http://piwik.tend.si//piwik.html?action_name=Top 300 Slovenian CompaniesÂ |Â Invest Slovenia&idsite=3&rec=1&r=216848&h=12&m=4&s=17&url=http://www.investslovenia.org/info/news-media/e-newsletter/e-newsletter-october-2013/top-300-slovenian-companies/&urlref=https://www.google.cz/&_id=957b3bad8703a60d&_idts=1437851058&_idvc=1&_idn=0&_refts=1437851058&_viewts=1437851058&_ref=https://www.google.cz/&send_image=0&pdf=1&qt=0&realp=0&wma=0&dir=0&fla=1&java=1&gears=0&ag=0&cookie=1&res=964x629&gt_ms=715
 ,benign, , ,stratosphere, ,http://media-cdn.tripadvisor.com/favicon.ico
 ,benign, , ,stratosphere, ,http://certificates.godaddy.com/repository/gdig2.crt
 ,benign, , ,stratosphere, ,http://www.pdf995.com/samples/pdf.pdf
 ,benign, , ,stratosphere, ,http://www.greenteapress.com/thinkpython/thinkpython.pdf
 ,benign, , ,stratosphere, ,http://w2.vatican.va/content/dam/francesco/pdf/encyclicals/documents/papa-francesco_20150524_enciclica-laudato-si_en.pdf
 ,benign, , ,stratosphere, ,http://contentserver.adobe.com/store/books/HuckFinn.pdf
 ,benign, , ,stratosphere, ,http://www.undp.org/content/dam/undp/library/corporate/Careers/P11_Personal_history_form.doc
 ,benign, , ,stratosphere, ,http://www.prisma-statement.org/2.1.3 - PRISMA 2009 Flow Diagram.doc
 ,benign, , ,stratosphere, ,http://web.uct.ac.za/depts/sapweb/forms/hr201.doc
 ,benign, , ,stratosphere, ,http://www.econ.yale.edu/~shiller/data/ie_data.xls
 ,benign, , ,stratosphere, ,http://www.sup.org/entrepreneurialfinance/Excel Templates/Black-Scholes Template.xls
 ,benign, , ,stratosphere, ,http://eng.jhu.edu/images/uploads/CBID/JHU_CTRP_Gantt_Chart_Template.xls
 ,benign, , ,stratosphere, ,http://www.med.muni.cz/~mbrazd/epilepsy.ppt
 ,benign, , ,stratosphere, ,http://irb.duhs.duke.edu/wysiwyg/downloads/AAHRPP_December_Training_-_Handouts.ppt
 ,benign, , ,stratosphere, ,http://hipaa.ucsf.edu/sites/hipaa.ucsf.edu/files/HIPAA101Training.ppt
 ,benign, , ,stratosphere, ,http://www.britishmuseum.org/docs/AS_Sutton_Hoo_slideshow_KS2.ppt
 ,benign, , ,stratosphere, ,http://www.cs.cmu.edu/~biglou/cycles.ppt
 ,benign, , ,stratosphere, ,http://fottles.files.wordpress.com/2012/08/img_0016.jpg
 ,benign, , ,stratosphere, ,http://d1vmp8zzttzftq.cloudfront.net/favicon.ico
 ,benign, , ,stratosphere, ,http://vreme.novisplet.com/icon/icon5.png
 ,benign, , ,stratosphere, ,http://static.ak.facebook.com/connect/xd_arbiter/X9pYjJn4xhW.js?version=41
 ,benign, , ,stratosphere, ,http://kos.interseek.si/_slave_01/cache/ad_html/5352/big116888.png
 ,benign, , ,stratosphere, ,http://www.youtube.com/embed/K8cOBWwA1UA?rel=0
 ,benign, , ,stratosphere, ,http://www.abyznewslinks.com/favicon.ico
 ,benign, , ,stratosphere, ,http://media.popotnik.rtvslo.si/94661/thumbs/thumb-bbb5b6e97f000001014ac34888095552.jpg
 ,benign, , ,stratosphere, ,http://www.sloveniatimes.com/images/bullet-links.gif
 ,benign, , ,stratosphere, ,http://si.hit.gemius.pl/_1437855865087/rexdot.gif?l=30&id=bQdK30cOq6XllFVu67WNjZZWHbEFv3uqbH0Bi1Uqbdr.f7&fr=1&fv=Shockwave Flash 18.0 r0&tz=420&href=http://www.rtvslo.si/prijava&ref=http://www.rtvslo.si/slovenija/medversko-srecanje-ob-robu-spominskih-slovesnosti-pri-ruski-kapelici/370403&screen=964x629&col=24
 ,benign, , ,stratosphere, ,http://oglasi.novisplet.com/www/delivery/lg.html?bannerid=1851&campaignid=206&zoneid=111&loc=http://www.sloveniatimes.com/&referer=https://www.google.cz/&cb=9a652b9199
 ,benign, , ,stratosphere, ,http://www.fodors.com/favicon.ico
 ,benign, , ,stratosphere, ,http://wallpaperscraft.com/image.html/73532/1920x1080.jpg?watermark=1
 ,benign, , ,stratosphere, ,http://cache-graphicslib.viator.com/favicon.ico
 ,benign, , ,stratosphere, ,http://sjo.squash.si/favicon.ico
 ,benign, , ,stratosphere, ,http://theplanetd.com/images/slovenia.jpg
 ,benign, , ,stratosphere, ,http://flywatertravel.com/blog/wp-content/uploads/2014/07/slovenia-33.jpg
 ,benign, , ,stratosphere, ,http://www.thebigproject.co.uk/favicon.ico
 ,benign, , ,stratosphere, ,http://cdn.socialtwist.com/200812275876/script.js
 ,benign, , ,stratosphere, ,http://www.statcounter.com/counter/counter.js
 ,benign, , ,stratosphere, ,http://affiliate.pressdisplay.com/services/GetAffImage.ashx?pdaff_id=LXnrlCUv0+b8ebJ4L/662g==&type=frontpage&width=90&cid=1190
 ,benign, , ,stratosphere, ,http://cdn.inskinmedia.com/isfe/4.1/js/base/api/telegraph.js
 ,benign, , ,stratosphere, ,http://za-cdn.effectivemeasure.net/em.js
 ,benign, , ,stratosphere, ,http://thumbnails2.pressdisplay.com/pressdisplay/docserver/getimage.aspx?file=15452015072500000000001001&page=1&scale=9
 ,benign, , ,stratosphere, ,http://thumbnails4.pressdisplay.com/pressdisplay/docserver/getimage.aspx?file=10432015072500000000001001&page=1&scale=10
 ,benign, , ,stratosphere, ,http://c.statcounter.com/t.html?sc_project=1311844&java=1&security=298dc64c&u1=za&sc_random=0.658261681906879&resolution=1366&h=686&camefrom=http://www.thebigproject.co.uk/news/&u=http://www.wrx.zen.co.uk/britnews.htm&t=British Newspapers :: UK national and local newspapers online :: Latest Front Pages.&sc_snum=1&p=0&invisible=1
 ,benign, , ,stratosphere, ,http://www.wrx.zen.co.uk/favicon.ico
 ,benign, , ,stratosphere, ,http://s.telegraph.co.uk/international/Barnebys/2014/Barnebys_UK_300x550.html
 ,benign, , ,stratosphere, ,http://pr.ybp.yahoo.com/sync/brightroll/3VbTEHkFNhUMByr4Umw&n=1437910047453?csrc=3
 ,benign, , ,stratosphere, ,http://cdn-api.ooyala.com/crossdomain.xml
 ,benign, , ,stratosphere, ,http://ssp.adriver.ru/cgi-bin/sync.cgi?ssp_id=10&external_id=&google_gid=CAESECpWTFzozgbmDCssCf1vh0s&google_cver=1&google_push=AHNF13L8ZDtBAAs6MzukeLMz1HTOUSrdfdEHtXhOBw
 ,benign, , ,stratosphere, ,http://cdn.modules.ooyala.com/static/modules/osmf-b95f1bbeca321cedf3eb9a183098cc5c47188c8306a2ca7195480bafac9ea9d5.swf
 ,benign, , ,stratosphere, ,http://opf.ooyala.com/3rdparty/IMAAdsManager_v_3_0_8.swf
 ,benign, , ,stratosphere, ,http://6h.c.ooyala.com/static/modules/osmf-b95f1bbeca321cedf3eb9a183098cc5c47188c8306a2ca7195480bafac9ea9d5.swf
 ,benign, , ,stratosphere, ,http://js.matheranalytics.com/s/ma47389/19703987/sp.js
 ,benign, , ,stratosphere, ,http://modules.ooyala.com/static/modules/osmf-b95f1bbeca321cedf3eb9a183098cc5c47188c8306a2ca7195480bafac9ea9d5.swf
 ,benign, , ,stratosphere, ,http://widget.cloud.opta.net/translations_v2/default/WT_default_1_en_GB.json?jsoncallback=WT_default_1_en_GB
 ,benign, , ,stratosphere, ,http://cf.c.ooyala.com/ZyazlndjrDuz0u26k7WtBMI0NfC8UcVt/promo261940418
 ,benign, , ,stratosphere, ,http://ak.c.ooyala.com/ZyazlndjrDuz0u26k7WtBMI0NfC8UcVt/ZyazlndjrDuz0u26k7WtBMI0NfC8UcVt_1.f4m
 ,benign, , ,stratosphere, ,http://rd.rlcdn.com/rd?type=redir&site=109018&partner_uid=88707836888580925472363289009532318822&url=http://dpm.demdex.net/ibs:dpid=477
 ,benign, , ,stratosphere, ,http://cdn.api.ooyala.com/v2/assets?where=embed_code+in&api_key=RvbGU6Z74XE_a3bj4QwRGByhq9h2.WFFAb&expires=1640995199&signature=jy0k5y0KlKnXRvaz8YfB/s1iFHFedXPEda0wTd6P0Fo
 ,benign, , ,stratosphere, ,http://uk.adadvisor.net/adscores/g.pixel?sid=9212247178
 ,benign, , ,stratosphere, ,http://go.flx1.com/sync?_check=1&out=http://e.visualdna.com/import?api_key=telegraph.co.uk&partner_user_id=$_FLX_UUID&id_space=fo_id&bust=1437910108506&pl=14
 ,benign, , ,stratosphere, ,http://pool.adizio.com/sync?dmp=visual_dna
 ,benign, , ,stratosphere, ,"http://jslog.krxd.net/jslog.gif?control_tag_version=5.53.7&commit=ed84596&pubid=73d63640-00aa-4b5a-8fd2-7d80afb25a19&siteid=13151&site_name=telegraph.co.uk&browser_bucket=Chrome&lang=en&log_version=1.1&errors=[{""type"":""test"",""msg"":""user_data_response:undefined""}]"
 ,benign, , ,stratosphere, ,http://pool.admedo.com/ul_cb/sync?dmp=visual_dna
 ,benign, , ,stratosphere, ,http://rc.rlcdn.com/365868.gif?partner_uid=88707836888580925472363289009532318822&redirect=1
 ,benign, , ,stratosphere, ,"http://1425218314.log.optimizely.com/event?a=1425218314&d=1425218314&y=false&src=js&s1411972828=false&s1427680699=gc&s1432330690=referral&s1476141813=none&s1923020211=true&s1934520166=true&s2190830507=true&tsent=1437910512.733&n=engagement&u=oeu1437909936920r0.5332917256746441&wxhr=true&time=1437910512.72&f=2788220460,2851711622,3089430028,3138380107,3164710177&g=1411305850"
 ,benign, , ,stratosphere, ,http://www.independent.co./
 ,benign, , ,stratosphere, ,http://independent.co/_js/utils.js
 ,benign, , ,stratosphere, ,http://www.dmlmarketing.co.uk/nokiabanners/swimmer.mp4
 ,benign, , ,stratosphere, ,http://adrtb-liverail.use1.sundaysky.com/VideoAdsServingService/retrtb?rep=10.sundaysky.ret.r&aid=1437910958.3.1437862115030.0964087350477061547&url=http://www.wired.com/&site=wired.com&frmts=3600&cat=&cbrk=1437910958&plcmt=0&crty=video/mp4;video/x-flv;application/x-shockwave-flash;image/jpeg;image/png;image/gif&bitr=&wi=677&hei=381&titl=Hackers20Remotely20Kill20a20Jeep20on20the20HighwayE28094With20Me20in20It&desc=&tags=Web&vert=Wired_Owned&lruid=3.1437862115030.0964087350477061547
 ,benign, , ,stratosphere, ,http://l.ooyala.com/verify?ts=1437911327481
 ,benign, , ,stratosphere, ,http://2926210385.log.optimizely.com/event?a=2926210385&d=2508430154&y=false&src=js&s3011000608=false&s3018050131=gc&s3019630670=none&s3023480220=referral&tsent=1437911386.39&n=http://www.wired.com/&u=oeu1437909941922r0.09018664294853806&wxhr=true&time=1437911386.375&f=3212520543&g=
 ,benign, , ,stratosphere, ,http://cdn.tt.omtrdc.net/cdn/target.js
 ,benign, , ,stratosphere, ,http://player.cnevids.com/player/loader.js?videoId=55ad80d461646d4db7000005&playerId=557b2f1a61646d7f71010000&target=myplayer&companion=mycompanion&rail=myrail&autoplay=false&muted=0&onReady=onPlayerReady&host=www.wired.com&sourceUrl=http://www.wired.com/&sourceReferrer=http://www.wired.com/&useSourceReferrer=true
 ,benign, , ,stratosphere, ,http://cdn-akamai.mookie1.com/LB/LightningBolt.js
 ,benign, , ,stratosphere, ,"http://dwgyu36up6iuz.cloudfront.net/heru80fdn/image/upload/c_fill,d_placeholder_wired.png,fl_progressive,g_face,h_450,q_80,w_800/v1437434423/wired_hackers-wireless-jeep-attack-stranded-me-on-a-highway.jpg"
 ,benign, , ,stratosphere, ,http://dnkzzz1hlto79.cloudfront.net/assets/video-js/cne-skin-2/cne-skin-2-sprite-22dfacfab7b78590ca9aad5d5c8c06e6.png
 ,benign, , ,stratosphere, ,http://5be16.v.fwmrm.net/ad/g/1?ssnw=376342&asnw=376342&flag=+sltp+emcr+slcb+qtcb+vicb-exvt+sync+fbad&metr=1&resp=json&cbfn=cneAdFetchComplete86e3329f5f6e23319f4f17a012947a18&nw=376342&csid=wired.desktop.contextual.home&caid=55ad80d461646d4db7000005&afid=2514315&vdur=307&prof=376342:cne_smrx_live_w_swf&vcid=88707836888580925472363289009532318822;conde=sv&aouid=88707836888580925472363289009532318822&_=1437911400756
 ,benign, , ,stratosphere, ,"http://use.typekit.net/c/91da68/1w;ambroise-francois-std,2,Vlx:T:n6;brandon-text-wired,2,fs5:T:n7;ff-oxide-solid-web,2,f4x:T:n4;proxima-nova,2,cdf:T:i6,cdd:T:n6/d?3bb2a6e53c9684ffdc9a9bf31b5b2a62f8640158474e9a4e257a3362938385036f33add48831591cc22b8825ec0b68eae12aeaf56218dd9d1b153344bed4d4a8a9a15b62d55ed2f7fd2c497fad50a82b4a7a1152d2b084f4672e481a2a9423c38f17a33f3a1776326b7107d1cbd844d89c2a8e473c7a581908c4ee2ff6dd6d7144a9796b257e361911e390a092485122a99b2e4b112677"
 ,benign, , ,stratosphere, ,http://imagen04.247realmedia.com/RealMedia/ads/Creatives/default/empty.gif
 ,benign, , ,stratosphere, ,"http://stats.cnevids.com/e?key=86e3329f-5f6e-2331-9f4f-17a012947a18&log=[{""m"":""Timing"",""v"":{""time_type"":""player_load"",""time"":454},""t"":1437911400725},{""m"":""Timing"",""v"":{""time_type"":""player_assets_load_time"",""time"":2469},""t"":1437911400766},{""m"":""Timing"",""v"":{""time_type"":""fw_call_time"",""time"":2937},""t"":1437911403680},{""m"":""Timing"",""v"":{""time_type"":""vast_call_time"",""time"":640,""ad_domain"":""ad4.liverail.com""},""t"":1437911404336}]"
 ,benign, , ,stratosphere, ,http://video.moatads.com/pixel.gif?e=17&i=CONDEVIDEO1&bq=8&f=0&j=http://www.wired.com&o=3&t=1437911405157&de=714887882815&m=0&ar=5ba5459-clean&ai=1592&q=1&cb=0&cu=1437911405157&ll=1&ln=1&r=18.0.0&em=0&en=0&d=Other:Other:Other:Other&qs=5&bo=wired.com&bd=www.wired.com&ac=1&it=500&cs=0
 ,benign, , ,stratosphere, ,http://asset.flite.com/html5/364.927/touch/Ukitu.min.js?cb=531249215
 ,benign, , ,stratosphere, ,http://fast.condenast.demdex.net/dest3.html?d_nsid=0
 ,benign, , ,stratosphere, ,http://hm.webtrends.com/dcsshgbi400000gscd62rrg43_4o2o/dcs.gif?&dcsdat=1437911460963&dcssip=www.telegraph.co.uk&dcsuri=/news/science/&dcsref=http://www.thebigproject.co.uk/news/&WT.tz=-7&WT.bh=4&WT.ul=en-US&WT.cd=24&WT.sr=1366x686&WT.jo=Yes&WT.ti=Science%20-%20Telegraph&WT.js=Yes&WT.jv=1.5&WT.ct=unknown&WT.bs=1366x595&WT.fv=18.0&WT.slv=Not%20enabled&WT.le=windows-1252&WT.tv=10.2.91&WT.dl=125&WT.ssl=0&WT.es=www.telegraph.co.uk%2Fnews%2Fscience%2F&WT.cg_s=science&WT.cg_n=news&WT.ce=2&WT.vt_f_tlh=1437910532&WT.vtvs=1437910009368&WT.vtid=34cba035-35d9-4c2a-ab29-e27917eda197&WT.co_f=34cba035-35d9-4c2a-ab29-e27917eda197&WT.hm_x=260&WT.hm_y=510&WT.hm_w=1366&WT.hm_h=595&WT.hm_tv=10.2.10&akamigeo=CZ&mlc=%2Fnews%2Fscience&category=science&channel=news&content_type=Index&level=2&cf=0&cn=0&cd=0&WT.dep=akamigeo%3Bmlc%3Bcategory%3Bchannel%3Bcontent_type%3Blevel%3Bcf%3Bcn%3Bcd
 ,benign, , ,stratosphere, ,http://scs.webtrends.com/dcsshgbi400000gscd62rrg43_4o2o/dcs.gif?&dcsdat=1437911460978&dcssip=www.telegraph.co.uk&dcsuri=/news/science/&dcsref=http://www.thebigproject.co.uk/news/&WT.tz=-7&WT.bh=4&WT.ul=en-US&WT.cd=24&WT.sr=1366x686&WT.jo=Yes&WT.ti=Science%20-%20Telegraph&WT.js=Yes&WT.jv=1.5&WT.ct=unknown&WT.bs=1366x595&WT.fv=18.0&WT.slv=Not%20enabled&WT.le=windows-1252&WT.tv=10.2.91&WT.dl=250&WT.ssl=0&WT.es=www.telegraph.co.uk%2Fnews%2Fscience%2F&WT.cg_s=science&WT.cg_n=news&WT.ce=2&WT.vt_f_tlh=1437911460&WT.vtvs=1437910009368&WT.vtid=34cba035-35d9-4c2a-ab29-e27917eda197&WT.co_f=34cba035-35d9-4c2a-ab29-e27917eda197&WT.hm_x=260&WT.hm_y=510&WT.hm_w=1349&WT.hm_h=9391&WT.hm_objTag=A&WT.hm_isLink=yes&WT.hm_linkDest=%2Fnews%2Fearth%2Fenvironment%2Fglobalwarming%2F11762680%2FThree-scientists-investigating-melting-Arctic-ice-may-have-been-assassinated-professor-claims.html&WT.hm_parClass=summary%20headlineImageCentre&WT.hm_parId=tmglBody&WT.hm_maxScrollPixel=6810&akamigeo=CZ&mlc=%2Fnews%2Fscience&category=science&channel=news&content_type=Index&level=2&cf=0&cn=0&cd=0&WT.dep=akamigeo%3Bmlc%3Bcategory%3Bchannel%3Bcontent_type%3Blevel%3Bcf%3Bcn%3Bcd
 ,benign, , ,stratosphere, ,http://dy48bnzanqw0v.cloudfront.net/?url=http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau/&mapping=4po&jsonp=CN.ad.cnds.tags=
 ,benign, , ,stratosphere, ,http://dff7tx5c2qbxc.cloudfront.net/hot/wiredcom.dart/http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau/
 ,benign, , ,stratosphere, ,http://segment-data.zqtk.net/conde-nast?url=http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau/
 ,benign, , ,stratosphere, ,http://d3c3cq33003psk.cloudfront.net/opentag-35657-106653.js
 ,benign, , ,stratosphere, ,http://player.ooyala.com/v3/ZTIxYmJjZDM2NWYzZDViZGRiOWJjYzc5?platform=html5-fallback
 ,benign, , ,stratosphere, ,http://rc.d.chango.com/m/rc
 ,benign, , ,stratosphere, ,http://extmap.rub.ace.advertising.com/cfcm.ashx?providerId=1007&extMatch=1&ctst=1
 ,benign, , ,stratosphere, ,http://cm.dpclk.com/cm?network_id=rubicon
 ,benign, , ,stratosphere, ,http://rpush.cogocast.net/
 ,benign, , ,stratosphere, ,http://rubicon-match.dotomi.com/rubicon/match?dtm_test=6a1db7f719bf1c85&nuid=1a0adfecdd5ef95f3b7afb45f70256b9e48a17ad
 ,benign, , ,stratosphere, ,http://cti.w55c.net/ct/cms-2c-rubicon.html
 ,benign, , ,stratosphere, ,http://rcp.c.appier.net/rbcm
 ,benign, , ,stratosphere, ,http://relestar.com/cc?p=ri
 ,benign, , ,stratosphere, ,http://cm.netseer.com/redirect?ex=11&cookie=2cr=1
 ,benign, , ,stratosphere, ,http://ads.mediade.sk/matching/rubicon
 ,benign, , ,stratosphere, ,http://static.qmerce.com/js/sdk/v1.1/apester-sdk.min.js
 ,benign, , ,stratosphere, ,http://ct.buzzfeed.com/wd/UserWidget?u=wired.com&to=1&or=vb&wid=1&cb=1437911495630
 ,benign, , ,stratosphere, ,"http://stats.wired.com/b/ss/conde-wired/1/H.26.2/s9170564262662?AQB=1&ndh=1&t=26/6/2015 4:51:35 0 420&fid=5C702438B6F4DB71-30077392BF1EAF39&ns=condenast&pageName=http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau&g=http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau/&r=http://www.wired.com/&cc=USD&events=event82=45,event2&v2=http://www.wired.com/2015/07/security-news-week-anonymous-hacks-census-bureau&c3=Security News This Week: Anonymous Says It Hacked the Census Bureau | WIRED&v3=Security News This Week: Anonymous Says It Hacked the Census Bureau | WIRED&c4=1815707&v4=1815707&c5=Article|default&v5=Article|default&c6=security&v6=security&c7=security/null&v7=security/null&c8=security/null/null&v8=security/null/null&c9=security/null/null/null&v9=security/null/null/null&c11=7:00AM&v11=7:00AM&c12=Sunday&v12=Sunday&c13=Weekend&v13=Weekend&c16=Not Logged in&v16=Not Logged in&c17=1&v17=1&c23=New&v23=New&c30=thebigproject.co.uk&c39=co.uk&v41=6666789394803&c50=security|yael-grauer|type-post|primary-category-security|category-security|single|2015|07|security-news-week-anonymous-hacks-census-bureau&v50=security|yael-grauer|type-post|primary-category-security|category-security|single|2015|07|security-news-week-anonymous-hacks-census-bureau&c51=Non-Mobile&c55=Yael Grauer&v55=Yael Grauer&c68=http://www.wired.com/&v68=http://www.wired.com/&h1=2015,07,security-news-week-anonymous-hacks-census-bureau&s=1366x686&c=24&j=1.6&v=Y&k=Y&bw=1366&bh=595&p=Widevine Content Decryption Module;Chrome PDF Viewer;Shockwave Flash;Chrome Remote Desktop Viewer;Native Client;&AQE=1"
 ,benign, , ,stratosphere, ,"http://s.effectivemeasure.net/d/6/p?pu=http://www.telegraph.co.uk/news/earth/environment/globalwarming/11762680/Three-scientists-investigating-melting-Arctic-ice-may-have-been-assassinated-professor-claims.html&ru=http://www.telegraph.co.uk/news/science/&tz=-7&fv=b345bcf1c8269478651c9f7a599c55b4c3dee93c95-8423739055b4c3f0&ft=127df5b82647d816632e44c1c49b55b4c3f0c15c55-8216607455b4c3f0&fc=true&ii=false&ua=Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36&ftm=false&tc=true"
 ,benign, , ,stratosphere, ,"http://telegraphmediagroup.d3.sc.omtrdc.net/b/ss/tmgtmgescenicprod/1/JS-1.4.3-D578/s99800390647724?AQB=1&ndh=1&pf=1&t=26/6/2015 4:52:6 0 420&D=D=&mid=10889538121131651209159940518717703329&aamlh=6&ce=UTF-8&ns=telegraphmediagroup&cdp=2&fpCookieDomainPeriods=3&pageName=news/11762680/Three-scientists-investigating-melting-Arctic-ice-may-have-been-assassinated-professor-claims.html&g=http://www.telegraph.co.uk/news/earth/environment/globalwarming/11762680/Three-scientists-investigating-melting-Arctic-ice-may-have-been-assassinated-professor-claims.html&r=http://www.telegraph.co.uk/news/science/&cc=GBP&ch=news&events=event1&aamb=cIBAx_aQzFEHcPoEv0GwcQ&c1=D=g&v1=D=g&h1=news;earth;environment&c2=Three scientists investigating melting Arctic ice may have been assassinated, professor claims&v2=D=pageName&l2=home;news;uk_news;science;science_news;global_warming;robert_mendick&c3=story&v3=+1&l3=global warming,environment,earth,news&c4=D=r&v4=D=ch&c8=12:52 PM|Sunday&v8=12:52 PM|Sunday&v10=New;Logged out;Anonymous&c11=D=v11&v11=11762680;robert mendick;2015-07-25 12:56;story;621;2;0;three scientists investigating melting arctic ice may have been assassinated, professor claims&c12=D=v12&v12=news;earth&c13=D=v13&v13=news;earth;environment&c14=D=v14&v14=news;earth;environment;globalwarming&c16=D=v16&v16=headline-news&c17=D=v17&c18=D=v18&v18=/news/earth/environment/globalwarming&c19=D=v19&c20=D=v20&c30=D=v30&v30=u;u;u;u;u;u;u;u;u&c31=D=v31&v31=u&c32=D=v32&v32=u&c33=D=v33&v33=u;u;u;u;u;U;u&c34=D=v34&v34=ps3ljmxyi;J9PjqQfY&c40=D=v40&v40=metered&c41=D=v41&v41=1&c42=D=v42&v42=1&c43=D=v43&v43=true&v92=%dfacookieid%&s=1366x686&c=24&j=1.6&v=Y&k=Y&bw=1366&bh=595&AQE=1"
